wk_subject_id,kanji,primary_meaning,other_meanings,onyomi,kunyomi,nanori,radical_subject_ids,radical_characters,radical_meanings,visually_similar_subject_ids,visually_similar_kanji,meaning_mnemonic,reading_mnemonic,url,wk_level,srs_stage,StrokeImg,extra_reading_mnemonic
486,左,Left,,さ,ひだり,,"26, 25","ナ, 工","Narwhal, Construction","493, 484, 1985","石, 右, 佐","<radical>Narwhal</radical>s do <radical>construction</radical> with their <kanji>left</kanji> hands (or flippers, I guess). That's because all narwhals are left-handed!","In their <kanji>left</kanji> hands, the narwhals all hold <reading>saw</reading>s (さ). That's because the ice for their homes is already there, so they just need to saw away at them to make the shapes they want. Narwhal construction is actually very simple.",https://www.wanikani.com/kanji/%E5%B7%A6,2,,"<img src=""jisho_strokes_05DE6.png"">","<kanji>Left</kanji> is <reading>ひだり</reading>. 

Imagine hearing someone to your <kanji>left</kanji> saying, ""<reading>Hi Da'ri</reading>!"" (ひだり) which is supposed to be ""Hi There,"" or ""Hi Dearie."" You turn left and there's no one there. You hear it again, ""Hi Da'ri!"" Keep turning to the left until you find the person saying hi to you."
474,手,Hand,Doer,"しゅ, ず",て,,41,手,Hand,513,毛,The <radical>hand</radical> radical and the <kanji>hand</kanji> kanji are identical in looks and meaning! That should make things easy!,"To remember the reading て we will use the word ""television."" You have great hands. Go ahead and look at them. OH MY GOD. You have little <reading>te</reading>levisions (て) on your hands. They are playing the funniest show you can think of, too, both hands at the same time.",https://www.wanikani.com/kanji/%E6%89%8B,2,,"<img src=""jisho_strokes_0624B.png"">","You open the trash <reading>chute</reading> (しゅ) with your hands. Throw away all these unnecessary televisions.

上手 (じょうず) - <kanji>Good At</kanji>. If you're good at your craft, you can get a trip paid to the <reading>zoo</reading> (ず).

下手 (へた) - <kanji>Unskillful</kanji>. If you're unskillful or bad at something and you complain about it, then you're just a <reading>hater</reading> (へた). Don't be a hater; get better."
468,才,Talent,,さい,,,"1, 6, 5","一, 亅, 丿","Ground, Barb, Slide",2083,丈,"On the <radical>ground</radical> you put <radical>barb</radical>s at the bottom of a <radical>slide</radical>. This is your special <kanji>talent</kanji>. When you go down the slide, you fly right past the barbs like some kind of daredevil. Any normal kid would land on the barbs and get hurt, but you have this talent.","But then people start to say that no human could have so much <kanji>talent</kanji>, that you must be a <reading>cy</reading>borg (さい). Are you really a talented cyborg?

Cyborgs have brain implants and cool bionic limbs, so they're basically the most talented people around.",https://www.wanikani.com/kanji/%E6%89%8D,2,,"<img src=""jisho_strokes_0624D.png"">",
475,文,Writing,"Sentence, Text","ぶん, もん",ふみ,,42,文,Writing,,,"The kanji and the radical are the same, so remembering the meaning of this kanji is as simple as making sure you know the radical for <radical>writing</radical> first! If you know the radical, you know this kanji means <kanji>writing</kanji> as well.

(This looks like a stool with a lid on it, but it's actually a desk for writing. Do you see it? You can even see the pen sticking up in the middle. Think of all the beautiful writing that's been produced here. Letters, novels, essays — any kind of writing you can think of.)","You always put <kanji>writing</kanji> on your <reading>bun</reading>s (ぶん) to keep them from getting eaten by the bun <reading>mon</reading>ster (もん). What kind of writing? Usually it's just an X to show the monster these buns are off-limits. (In fact, it kind of looks like the X part in 文. Hmm…)",https://www.wanikani.com/kanji/%E6%96%87,2,,"<img src=""jisho_strokes_06587.png"">",
476,日,Sun,Day,"にち, じつ","ひ, か, び",,22,日,Sun,,,"The <radical>sun</radical> radical and <kanji>sun</kanji> kanji are the same, huzzah! Also, if you want to remember <kanji>day</kanji> as well, you can just think about how a day is the time it takes for the sun to cross the sky.","There are so many on'yomi for this kanji, but since this kanji is so important and common, you'll end up learning them all eventually whether you want to or not. For now, you're only going to have to learn one of the readings, and that one is にち.

The <kanji>sun</kanji> is so hot. It focused its rays to take out one man... and that man is Friedrich <reading>Nietzsche</reading> (にち), famous philosopher. He philosophized one too many things about the sun, so the sun decided it was time he paid.",https://www.wanikani.com/kanji/%E6%97%A5,2,,"<img src=""jisho_strokes_065E5.png"">","The truth (実) is that you don't know if the <kanji>sun</kanji> will rise tomorrow. But then you see two suns? Are we on Earth still?! Is this a dream?! <reading>Gee! Two</reading> (じつ) suns! 

What do you feel from the <kanji>sun</kanji>? You feel the <reading>he</reading>at (ひ).

For <kanji>day counters</kanji>, we have 日 as <reading>か</reading>. For example, Fifth Day 五日 = いつ<reading>か</reading>.

For <kanji>days of the week</kanji>, we have 日 as <reading>び</reading>. For example, Friday 金曜日 = きんよう<reading>び</reading>."
477,月,Moon,Month,"げつ, がつ",つき,,43,月,Moon,,,The <kanji>moon</kanji> kanji is made up of the <radical>moon</radical> radical. This kanji is also used to mean <kanji>month</kanji>.,"The <kanji>moon</kanji> really <reading>gets</reading> (げつ) to your <reading>guts</reading> (がつ). Staring at the moon for too long warms your guts. Not like a werewolf, warm-non-wolf?",https://www.wanikani.com/kanji/%E6%9C%88,2,,"<img src=""jisho_strokes_06708.png"">",<kanji>Moon</kanji> is <reading>つき</reading>.
478,木,Tree,Wood,"もく, ぼく","き, こ",,23,木,Tree,,,This is another kanji that is the same as the radical. Both <radical>tree</radical> and <kanji>tree</kanji> are the same in looks and meaning.,"You’re walking through the trees, looking at them. Suddenly, you trip and fall. The <kanji>tree</kanji>s start to <reading>mock</reading> (もく) you. They're tall and you're short, no fair! But at least I have legs and can move around!",https://www.wanikani.com/kanji/%E6%9C%A8,2,,"<img src=""jisho_strokes_06728.png"">","<kanji>Tree</kanji> is <reading>き</reading>. 

You walk up to the <kanji>tree</kanji>. You take out your <reading>key</reading> (き) and put it in the slot, opening the door in the tree so you can slip inside. Your secret key to open the tree house!"
487,本,Book,"Origin, Real, Main",ほん,もと,,50,本,Book,,,"The kanji and the radical are the same, so remembering the meaning of this kanji is as simple as making sure you know the radical for <radical>book</radical> first! If you know the radical, you know this kanji means <kanji>book</kanji> as well.

(What's something useful you can get out of a tree? A book! Just cut that book right out of the tree trunk. If you think about it, every tree contains unlimited book potential. It's just a shame they have to be cut down to make the books…)

Take note that the second, third, and fourth meanings of this kanji are <kanji>origin</kanji>, <kanji>real</kanji>, and <kanji>main</kanji>. You can figure this out by thinking about how books mainly have their origins in real life.","<kanji>Book</kanji>s are one of the best ways to <reading>hone</reading> (ほん) your intellect, you know?",https://www.wanikani.com/kanji/%E6%9C%AC,2,,"<img src=""jisho_strokes_0672C.png"">",熊本県 (くま<reading>もと</reading>けん) is <kanji>Kumamoto Prefecture</kanji>.
488,正,Correct,,"せい, しょう","ただ, まさ",,"1, 44","一, 止","Ground, Stop",514,止,"There is a line on the <radical>ground</radical> so you <radical>stop</radical>, making a giant sign pop up that says <kanji>CORRECT</kanji>! You obeyed the rules of the road and did the correct thing. Good on you.","You did the <kanji>correct</kanji> thing, so here's your reward: a <reading>sa</reading>ber (せい) from the <reading>Shou</reading>gun (しょう) himself!",https://www.wanikani.com/kanji/%E6%AD%A3,2,,"<img src=""jisho_strokes_06B63.png"">","正しい (ただしい) - After you get the answer <kanji>correct</kanji> a clown jumps out of nowhere yelling ""<reading>Ta-da</reading> (ただ)!!!"" WHOA, that was scary. You almost slashed the clown with your new saber but luckily the Shougun says, ""its ok he's safe""."
479,水,Water,,すい,みず,,45,水,Water,"717, 832, 1486, 537, 913","泳, 球, 永, 氷, 求",The <radical>water</radical> radical and the <kanji>water</kanji> kanji are the same.,"Imagine a lake (i.e. a whole bunch of <kanji>water</kanji>). On a tree there is an awesome tire <reading>swi</reading>ng (すい). You get onto the tire swing and you are swinging back and forth. The water is right in front of you, and you are able to use the swing to throw yourself into the water. 

It’s a lot colder than you expected, and you come back to the surface, gasping for breath. The water gets into your mouth and you taste it. How strange, it’s very, very <reading>swee</reading>t. Imagine the sweetness of the water and how weird it is (really really sweet, this water is).",https://www.wanikani.com/kanji/%E6%B0%B4,2,,"<img src=""jisho_strokes_06C34.png"">",<kanji>Water</kanji> is <reading>みず</reading>.
480,火,Fire,"Flame, Blaze",か,"ひ, ほ",,46,火,Fire,,,The <radical>fire</radical> radical and the <kanji>fire</kanji> kanji are the same as each other.,"Whenever we need to remember か, we use the word <reading>car</reading>.

You see <kanji>fire</kanji>. What's on fire? It's someone's <reading>car</reading> (か)! Oh no, it's like a movie! Get away before it explodes!",https://www.wanikani.com/kanji/%E7%81%AB,2,,"<img src=""jisho_strokes_0706B.png"">","What comes off of <kanji>fire</kanji>? Lots and lots of <reading>hea</reading>t (ひ). Feel it coming off the fire, touching and warming your face.

火照る (<reading>ほ</reading>てる) - When are you going <kanji>to feel hot</kanji>? When is your face going <kanji>to flush</kanji>? When you see your <reading>hoe</reading> (garden tool hoe, I mean)."
481,犬,Dog,,けん,いぬ,,47,犬,Dog,"505, 453","太, 大",The <radical>dog</radical> radical and <kanji>dog</kanji> kanji are exactly the same!,"A <kanji>Dog</kanji> is a <reading>いぬ</reading>.

Every <kanji>dog</kanji> likes to <reading>ea</reading>t <reading>noo</reading>dles (いぬ). Like that movie where the dogs share a noodle and end up kissing, right? So when you see 犬, just imagine how those two eat noodles.",https://www.wanikani.com/kanji/%E7%8A%AC,2,,"<img src=""jisho_strokes_072AC.png"">","猟犬 (りょうけん) - Who has the best (hunting <kanji>dog</kanji>) in the world? <reading>Ken</reading> (けん) from Street Fighter! His dog is also named Ken, because that's how Ken and Ken do things."
489,玉,Ball,,ぎょく,たま,,"48, 3","王, 丶","King, Drop",528,主,The <radical>king</radical> has a big <radical>drop</radical> of liquid in his hand... but then he bounces it! The drop was really a <kanji>ball</kanji>.,"<kanji>Ball</kanji> is <reading>たま</reading> / Tama.

~~~ When he's done playing with it, the king gives his <kanji>ball</kanji> to <reading>Tama</reading>ra (たま), the resident ball girl, for safekeeping.",https://www.wanikani.com/kanji/%E7%8E%89,2,,"<img src=""jisho_strokes_07389.png"">",
